district,state,year,name,party_name,incumbent,winner
Patiala,Punjab,1967,S. SINGH,SWATANTRA,0,0
Patna and Nalanda,Bihar,1962,NAND KISHORE PRASAD SINGH,SWATANTRA,0,0
Pilibhit,Uttar Pradesh,1967,B. SINGH,SWATANTRA,0,0
Prakasam,Andhra Pradesh,1962,NANDIPATI VEERACHARI,SWATANTRA,0,0
Pudukkottai,Tamil Nadu,1962,A. R. NAGAPPA CHETTIAR,SWATANTRA,0,0
Purnia and Katihar,Bihar,1962,PUNYANAND JHA,SWATANTRA,0,0
Raichur,Karnataka,1967,R. V. NAIK,SWATANTRA,0,1
Rajkot,Gujarat,1967,M.R. MASANI,SWATANTRA,0,1
Ramanathapuram,Tamil Nadu,1962,SALIVATEESWARAN,SWATANTRA,0,0
Rampur,Uttar Pradesh,1967,N. S. Z. A. KHAN,SWATANTRA,0,1
Ranchi,Bihar,1962,JOSEPH TIGGA,SWATANTRA,0,0
Ranga Reddy,Andhra Pradesh,1962,RAMULOO,SWATANTRA,0,0
Sabarkantha,Gujarat,1962,PASHABHAI CHHOTABHAI PATEL,SWATANTRA,0,0
Saharanpur,Uttar Pradesh,1962,HARDERA,SWATANTRA,0,0
Saharsa,Bihar,1962,RAM ANUGRAH JHA,SWATANTRA,0,0
Sahibganj,Bihar,1967,R. S. BESRA,SWATANTRA,0,0
Sambalpur,Orissa,1967,S. SATPATHY,SWATANTRA,0,0
Sant Kabir Nagar,Uttar Pradesh,1967,F. RAHMAN,SWATANTRA,0,0
Saran,Bihar,1967,S. N. SINGH,SWATANTRA,0,0
"Saran, Siwan, and Gopalganj",Bihar,1962,BATESHWAR SADA,SWATANTRA,0,0
Satara,Maharashtra,1962,BABASAHEB JAGDEORAO SHINDE,SWATANTRA,0,0
Sawai Madhopur,Rajasthan,1962,KESAR LAL,SWATANTRA,0,1
Shahjahanpur,Uttar Pradesh,1967,R. S. BHARTI,SWATANTRA,0,0
Shivpuri,Madhya Pradesh,1962,HARISHANKAR,SWATANTRA,0,0
Siddharthnagar,Uttar Pradesh,1962,HAR NATH PRASAD,SWATANTRA,0,0
Sirsa,Haryana,1967,R. SARUP,SWATANTRA,0,0
Sitamarhi,Bihar,1962,NASIRUDDIN HAIDER KHAN,SWATANTRA,0,0
Sitapur,Uttar Pradesh,1962,SARYOO PRASAD ADITYA,SWATANTRA,0,0
Solapur,Maharashtra,1967,J. A. S. M. HUSEN,SWATANTRA,0,0
Srikakulam,Andhra Pradesh,1962,SUGGU SRINIVASA REDDY,SWATANTRA,0,0
Sultanpur,Uttar Pradesh,1962,VIDYA DHAR BAJPAI,SWATANTRA,0,0
Sundargarh,Orissa,1967,D. AMAT,SWATANTRA,0,1
Surat and Valsad,Gujarat,1967,C.M. SHAH,SWATANTRA,0,0
Surendranagar,Gujarat,1967,MEGHRAJJI,SWATANTRA,0,1
Tehri Garhwal,Uttaranchal,1967,R. SUNDRIYAL,SWATANTRA,0,0
Thanjavur,Tamil Nadu,1962,S. SWAYAMPRAKASAM,SWATANTRA,0,0
Theni,Tamil Nadu,1967,H. AJMALKHAN,SWATANTRA,0,1
Thoothukudi,Tamil Nadu,1962,VELU KUDUMBAN,SWATANTRA,0,0
Tirunelveli,Tamil Nadu,1962,HAMEED,SWATANTRA,0,0
Tonk,Rajasthan,1967,J. LAL,SWATANTRA,0,1
Tumkur,Karnataka,1967,N. C. THIMMAREDDI,SWATANTRA,0,0
Udaipur,Rajasthan,1962,RAM SINGH,SWATANTRA,0,0
Udupi,Karnataka,1967,J. M. L. PRABHU,SWATANTRA,0,1
Ujjain,Madhya Pradesh,1962,PALANJI NASERWANJI MEHTA,SWATANTRA,0,0
Unnao,Uttar Pradesh,1967,K. K. SANYAL,SWATANTRA,0,0
Vadodara,Gujarat,1967,P.K. PATEL,SWATANTRA,0,0
Viluppuram,Tamil Nadu,1962,K. RAMAMOORTHI GOUNDAR,SWATANTRA,0,0
Virudhunagar,Tamil Nadu,1967,P. RAMAMOORTHY,SWATANTRA,0,1
Visakhapatnam,Andhra Pradesh,1962,MADDI PATTABHIRAMA REDDY,SWATANTRA,0,0
Vizianagaram,Andhra Pradesh,1962,KERRI NARAYANARAO,SWATANTRA,0,0
Warangal,Andhra Pradesh,1962,KATANGOORI NARASIMHA REDDY,SWATANTRA,0,0
Wardha,Maharashtra,1962,BALRAM GAJANAN SHENDE,SWATANTRA,0,0
West Dinajpur,West Bengal,1962,RAMNARAYAN BHADRA,SWATANTRA,0,0
West Godavari,Andhra Pradesh,1962,KOMMAREDDI BAPAYYA,SWATANTRA,0,0
Bikaner,Rajasthan,1996,BHIM PANDIYA,SAMAJWADI DAL,0,0
Bhojpur and Rohtas,Bihar,1998,SHIV PUJAN SINGH,Samajwadi Jan Parishad,0,0
Jalpaiguri,West Bengal,1998,FABIANUS TIRKEY,Samajwadi Jan Parishad,0,0
Hyderabad,Andhra Pradesh,1996,SAYYED AIJAZ AHMED,SATYAYUG PARTY,0,0
Mahbubnagar,Andhra Pradesh,1996,A.NANDA KUMAR,SATYAYUG PARTY,0,0
Nalgonda,Andhra Pradesh,1996,SANJAYA PARSHAD,SATYAYUG PARTY,0,0
Kanyakumari,Travancore Cochin,1951,A. NESAMONY,TRAVANCORE TAMIL NAD CONGRESS PARTY,0,1
Coimbatore,Tamil Nadu,1999,"PALANISAMY, R.",Tamil Desiyak Katchi,0,0
Dharmapuri,Tamil Nadu,1999,"SELVAM, C.",Tamil Desiyak Katchi,0,0
Dindigul,Tamil Nadu,1999,"MURUGESAN, K.L.",Tamil Desiyak Katchi,0,0
Erode,Tamil Nadu,1999,"MANIKANDAN, ERA.",Tamil Desiyak Katchi,0,0
Namakkal,Tamil Nadu,1999,"GOWRISANKAR, E.P.",Tamil Desiyak Katchi,0,0
Nilgiris,Tamil Nadu,1999,"SINNARAMASAMY, A.G.",Tamil Desiyak Katchi,0,0
Adilabad,Andhra Pradesh,1984,C. MADHAV REDDY,TELUGU DESAM,0,1
Anantapur,Andhra Pradesh,1984,K. RAMACHANDRA REDDY,TELUGU DESAM,0,1
Chittoor,Andhra Pradesh,1984,CHINTA MOHAN,TELUGU DESAM,0,1
Cuddapah,Andhra Pradesh,1984,D.N.REDDY,TELUGU DESAM,0,1
East Godavari,Andhra Pradesh,1984,SRIHARI RAO,TELUGU DESAM,0,1
Guntur,Andhra Pradesh,1984,CHIMATA SAMBU,TELUGU DESAM,0,1
Hyderabad,Andhra Pradesh,1984,K.PRAHBAKARA REDDY,TELUGU DESAM,0,0
Kanyakumari,Andhra Pradesh,1996,VISWASARAI NARASIMHA RAO,TELUGU DESAM,0,0
Karimnagar,Andhra Pradesh,1989,ANAND RAO CHALIMEDA,TELUGU DESAM,0,0
Khammam,Andhra Pradesh,1999,BABY SWARNA KUMARI MADDINENI,TELUGU DESAM,0,0
Krishna,Andhra Pradesh,1984,VADDI RANGARAO,TELUGU DESAM,0,0
Kurnool,Andhra Pradesh,1984,ERASU AYYAPU REDDY,TELUGU DESAM,0,1
Mahbubnagar,Andhra Pradesh,1984,V. TULSIRAM,TELUGU DESAM,0,1
Medak,Andhra Pradesh,1984,P.MANIK REDDY,TELUGU DESAM,0,1
Nalgonda,Andhra Pradesh,1984,MALLAREDDY RAGUMA REDDY,TELUGU DESAM,0,1
Nellore,Andhra Pradesh,1984,PENCHALAIAH PUCHALAPALLI,TELUGU DESAM,0,1
Nizamabad,Andhra Pradesh,1984,M. NARAYAN REDDY,TELUGU DESAM,0,0
Prakasam,Andhra Pradesh,1984,BEZAWADA PAPIREDDY,TELUGU DESAM,0,1
Srikakulam,Andhra Pradesh,1984,APPAYYADORA HANUMANTU,TELUGU DESAM,0,1
Visakhapatnam,Andhra Pradesh,1984,APPALANARASIMHAM P.,TELUGU DESAM,0,1
Vizianagaram,Andhra Pradesh,1984,ANAND GAJAPATHI RAJU POOSAPATI,TELUGU DESAM,0,1
Warangal,Andhra Pradesh,1984,T. KALPANA DEVI,TELUGU DESAM,0,1
West Godavari,Andhra Pradesh,1984,BOLLA BULLI RAMAIAH,TELUGU DESAM,0,1
Hyderabad,Andhra Pradesh,1971,CAPT MOHD. ZAHIRUZZAMAN ANSARI,TELANGANA CONGRESS,0,0
Khammam,Andhra Pradesh,1971,KANNEKANTI SREENIVAS RAO,TELANGANA CONGRESS,0,0
Mahbubnagar,Andhra Pradesh,1971,D. KIRAN KUMAN,TELANGANA CONGRESS,0,0
Medak,Andhra Pradesh,1971,MANDA SAILU,TELANGANA CONGRESS,0,0
Nalgonda,Andhra Pradesh,1971,CHEERA BENKATESHWAR RAO YADAV,TELANGANA CONGRESS,0,0
Nizamabad,Andhra Pradesh,1971,RAJESHWAR A.,TELANGANA CONGRESS,0,0
Nalgonda,Andhra Pradesh,1998,SREEDHAR REDDY NAMIREDDY,PRAJA PARTY,0,0
Namakkal,Tamil Nadu,1999,"MATHAIYAN, K.",Tharasu Makkal Mandram,0,0
Salem,Tamil Nadu,1999,"MANIMEGHALAN, M.A.K.",Tharasu Makkal Mandram,0,0
Jalaun,Uttar Pradesh,1998,A.P. GANGADHARAN,THE HUMANIST PARTY OF INDIA,0,0
Mumbai City,Maharashtra,1998,HUMANIST LOKENDRA SHETH,THE HUMANIST PARTY OF INDIA,0,0
Chennai,Tamil Nadu,1998,"MOHANRAJ, J",TAMILAGA JANATA,0,0
Madurai,Tamil Nadu,1998,"DHANASEKAR,T",TAMILAGA JANATA,0,0
Chennai,Tamil Nadu,1999,"AAROON RASHEED, J.M.",TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Coimbatore,Tamil Nadu,1996,KANDASAMY .V,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Cuddalore,Tamil Nadu,1996,VENKATESAN P.R.S,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Dharmapuri,Tamil Nadu,1996,NARASIMHAN C,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Dindigul,Tamil Nadu,1996,KAARVENDHAN .S.K,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Erode,Tamil Nadu,1999,"KUPPUSWAMY, C.K.",TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Kanchipuram,Tamil Nadu,1999,"PUSHPARAMAN, J.",TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Kanyakumari,Tamil Nadu,1996,DENNIS N.,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Karur,Tamil Nadu,1996,NATRAYAN.K,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Madurai,Tamil Nadu,1996,RAM BABU A.G.S,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Nagapattinam,Tamil Nadu,1996,RAJENDIRAN P.V,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Namakkal,Tamil Nadu,1996,KANDASAMY K,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Nilgiris,Tamil Nadu,1996,BALASUBRAMANIYAN S.R.,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
North Arcot,Tamil Nadu,1996,VELU.A.M,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Perambalur,Tamil Nadu,1999,PERIYASAMY.D,TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Pondicherry,Pondicherry,1999,P KANNAN,TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Ramanathapuram,Tamil Nadu,1996,"UDAYAPPAN, S.P.",TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Salem,Tamil Nadu,1996,DEVADASS.R,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Sivaganga,Tamil Nadu,1996,CHIDAMBARAM P.,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Thanjavur,Tamil Nadu,1999,CHIDAMBARAM.PL.A,TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Thoothukudi,Tamil Nadu,1996,DHANUSKODI ATHITHAN R.,TAMIL MAANILA CONGRESS (MOOPANAR),1,1
Tiruchirappalli,Tamil Nadu,1996,ADAIKKALRAJ.L,TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Tirunelveli,Tamil Nadu,1996,"ARUNACHALAM, M.",TAMIL MAANILA CONGRESS (MOOPANAR),0,1
Viluppuram,Tamil Nadu,1999,SUBRAMANIAN S.P.,TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Virudhunagar,Tamil Nadu,1999,GUNASEKARAN.A.,TAMIL MAANILA CONGRESS (MOOPANAR),0,0
Madurai,Tamil Nadu,1991,P. JAYA PRAKASAM,Thayaga Marumalrchi Kazhagam,0,0
Chennai,Tamil Nadu,1989,HABIB M.,THARASU MAKKAL MANDARAM,0,0
Coimbatore,Tamil Nadu,1989,"SANKAR, C.",THARASU MAKKAL MANDARAM,0,0
Cuddalore,Tamil Nadu,1989,"VEERAMANI, R.",THARASU MAKKAL MANDARAM,0,0
Dharmapuri,Tamil Nadu,1989,"PADMARAJAN, K.",THARASU MAKKAL MANDARAM,0,0
Dindigul,Tamil Nadu,1989,"NAGESWARAN,V",THARASU MAKKAL MANDARAM,0,0
Erode,Tamil Nadu,1989,"ZAKIR HUSSAIN, A.",THARASU MAKKAL MANDARAM,0,0
Kanchipuram,Tamil Nadu,1991,MANISELVAN P.C.,THARASU MAKKAL MANDARAM,0,0
Kanyakumari,Tamil Nadu,1989,T.CHANDRAN,THARASU MAKKAL MANDARAM,0,0
Karur,Tamil Nadu,1989,"MAHOHARAH, M.V.",THARASU MAKKAL MANDARAM,0,0
Madurai,Tamil Nadu,1989,A.JAMES RAJA,THARASU MAKKAL MANDARAM,0,0
